channelId,channelUrl,channelTitle,country,videos,views,suggest,examples,rules,note
UCv2zpcdNTSoySsjknlKCq2w,https://www.youtube.com/channel/UCv2zpcdNTSoySsjknlKCq2w,"렙업몬",,1,8758412,"entertainment:1","현웃 터지는 연예인 레전드 꿀잼 모음",,
UCnBht7BrOx-A328KFXgysqQ,https://www.youtube.com/channel/UCnBht7BrOx-A328KFXgysqQ,"쿠팡플레이 스포츠",KR,7,4494401,"sports:7","[MLS] 29R LAFC vs 솔트레이크 2분 하이라이트 / [MLS] 29R LAFC vs 솔트레이크 손흥민 주요장면 / [프리미어리그] 5R 아스날 vs 맨시티 2분 하이라이트",,
UClxw6QVsGOuYi7RqQmJd9Uw,https://www.youtube.com/channel/UClxw6QVsGOuYi7RqQmJd9Uw,"유진퀴즈",KR,1,2796786,"entertainment:1","유승준과 달리 병역 기피하고도 연예게 '큰손'이 되어 대박 난 가수",,
UCw1DsweY9b2AKGjV4kGJP1A,https://www.youtube.com/channel/UCw1DsweY9b2AKGjV4kGJP1A,"LCK",KR,7,1118108,"game:7","저승사자 쵸진우 | GEN vs T1 | 게임 5 하이라이트 | 09.21 | 우리은행 2025 LCK 플레이오프 / 난 혼자가 아냐 | GEN vs T1 | 게임 4 하이라이트 | 09.21 | 우리은행 2025 LCK 플레이오프 / 깃창섭의 은혜 | GEN vs T1 | 게임 2 하이라이트 | 09.21 | 우리은행 2025 LCK 플레이오프",,
UCwnRvefobXSprG6bkNH97Rg,https://www.youtube.com/channel/UCwnRvefobXSprG6bkNH97Rg,"닥터만물",KR,9,1099148,"entertainment:9","#이미숙 #재산공개 #연예뉴스 #닥터만물 / #이찬오 #재혼 #연예뉴스 #닥터만물 / #김병만 #이혼소송 #연예뉴스 #닥터만물",,
UCaihC7L_i5NjDay6i9AZDRg,https://www.youtube.com/channel/UCaihC7L_i5NjDay6i9AZDRg,"도파민아재",KR,2,1046858,"entertainment:2","사진기자들이 뽑은 실물깡패 여자 연예인들 #연예인 #연예뉴스 #카리나 / 숨겨왔던 엄청난 집안출신 하룡이형 #연예인 #임하룡 #심형래 #연예뉴스",,
UCHX_Bm--j_8cQaartbi5tEg,https://www.youtube.com/channel/UCHX_Bm--j_8cQaartbi5tEg,"숏스마일",KR,1,992536,"ai:1","AI가 만든 꿀 키보드 직접 만들어봄",,
UCf3dyXI8Q67jkUSsX4MD6CQ,https://www.youtube.com/channel/UCf3dyXI8Q67jkUSsX4MD6CQ,"대흥민 갤러리",,11,758229,"official:9|sports:1|entertainment:1","[오피셜] 축구 역사상 단 2명 ㄷㄷ / [오피셜] 뎀벨레가 달성한 대기록 ㄷㄷ / [오피셜] 2025 발롱도르 순위 10위~3위",,
UC4MtqJifnWAS0G2Iq02reMQ,https://www.youtube.com/channel/UC4MtqJifnWAS0G2Iq02reMQ,"만물선생",,3,667306,"politics:3","입틀막 해도 진실은 밝힐것이다 -나경원- / 개딸들을 위한 정치하는 정청래 / 김민석총리 형이 하는 반미 집회는 왜 가능하냐? -신동욱-",,
UCCZOXQpGRVnDM5MaiMf2h0w,https://www.youtube.com/channel/UCCZOXQpGRVnDM5MaiMf2h0w,"기자수첩",KR,2,500786,"entertainment:2","개그우먼 성현주 임신 먼저 떠나보낸 아들 생각 #연예속보 / 손담비 딸 걱정 오열 숨 멎을까 걱정 가득 #연예속보",,
UC8CIM3d3zDYMk-3T5aAz0yw,https://www.youtube.com/channel/UC8CIM3d3zDYMk-3T5aAz0yw,"혜안",KR,2,483946,"review:1|ai:1","리뷰1000개중 999개가 극찬??? 도파민 개미친≪쥐 생존게임≫ㅋㅋㅋㅋㅋㅋㅋ / ※1년만에 돌아온※ 세상에서 가장 어려운 지렁이게임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,
UCADcjt-8Vz_bahKgGO8x_pg,https://www.youtube.com/channel/UCADcjt-8Vz_bahKgGO8x_pg,"영화와 이야기",KR,2,440522,"entertainment:2","『어쩔수가없다』영화리뷰 (이병헌, 손예진, 박희순, 이성민, 염혜란) / 『보스』영화리뷰 (조우진, 정경호, 박지환, 이규형)",,
UC4xuSNZx7DqcjkEMJgJiBIw,https://www.youtube.com/channel/UC4xuSNZx7DqcjkEMJgJiBIw,"매거진 시크",KR,1,411619,"sports:1","무너지지 않는 의지 #ufc #격투기 #스포츠",,
UC8MvtlHMFMG3p9B9IUp_Edg,https://www.youtube.com/channel/UC8MvtlHMFMG3p9B9IUp_Edg,"지혜를담은하루",KR,4,377728,"senior:4","우리는 생각하는 대로 된다.                       #명언 #중년 #시니어  #50세 #좋은글 #인생명언 #명언모음 / 집안꿀팁 생활 속 꿀팁 5가지.mp4           #중년 #시니어 #인생꿀팁 #살림비법 #가정청소 #건강요리 / 모르면 대화에서 소외되는 외래어. ep3              #외래어 #시니어공감 #신조어 #세대공감 #일상용어 #알쓸상식",,
UC5T4b53jVkm07JbYoyYiu7A,https://www.youtube.com/channel/UC5T4b53jVkm07JbYoyYiu7A,"흑백리뷰",KR,2,362896,"review:2","3년만에 재출시한 맥도날드 피자버거 / 참깨라면 후속작이 나왔다고? 파스타에 김밥까지 다 먹었는데...",,
UCNlIEAxc52hx_nUG7pQIEGg,https://www.youtube.com/channel/UCNlIEAxc52hx_nUG7pQIEGg,"주말 이야기",KR,1,340535,"entertainment:1","'이게 무슨 내.란?' 대법원 분위기 뒤집혔다#문형배 #한국연예인#한국정치#정치뉴스",,
UCAhMu7RJwylKklzi6KOckbg,https://www.youtube.com/channel/UCAhMu7RJwylKklzi6KOckbg,"전설 오브 레전드",KR,1,338243,"game:1","롤 정글로 나와선 안되는 챔피언",,
UC-S8JFhLkQ5enhB70c2CYIw,https://www.youtube.com/channel/UC-S8JFhLkQ5enhB70c2CYIw,"왈도쿤",KR,1,289669,"community:1","진짜 변호사가 변호해주는 모의 재판 게임ㅋㅋㅋ",,
UCLv3v82YNNsa8EsxrcPMjGQ,https://www.youtube.com/channel/UCLv3v82YNNsa8EsxrcPMjGQ,"SBS 시사교양 라디오 - 시교라",KR,6,266159,"politics:6","[🔴김태현의 정치쇼]조희대 청문회 개최(이성윤)/ [앵그리성태] 정청래-장동혁 설전/ [동상3몽] 한학자 구속 & 피고인석 김건희 공개(박주민 / [김태현의 정치쇼] 尹, 보석으로 풀려난다? 장윤미X송영훈 ""가능성 제로” | 자강두변 250922(월) / [김태현의 정치쇼] 6년 만에 장외집회 나선 국민의힘, 황교안 때보다 상황 나쁘다? |윤태곤의 이사만루 250922(월)",,
UCos3GN2gX0wLcfuhOAiMotQ,https://www.youtube.com/channel/UCos3GN2gX0wLcfuhOAiMotQ,"라모스TV RAMOSE",KR,1,263802,"sports:1","지금 게임에서 절대 클릭하면 안 되는 선수팩",,
UCWlV3Lz_55UaX4JsMj-z__Q,https://www.youtube.com/channel/UCWlV3Lz_55UaX4JsMj-z__Q,"뉴스TVCHOSUN",KR,6,241704,"politics:4|entertainment:2","[시사쇼 정치다] 외신 인터뷰서 北 핵 동결 제시한 李? ""北 핵 동결, 실행 가능한 대안"" / [시사쇼 정치다] '조희대 회동설' 서영교, 또 '회동설' 제기···시민단체에 직권남용 혐의 등 고발당해 / [시사쇼 정치다] 국민의힘, 6년 만에 대구서 '장외투쟁' #shorts",,
UCOdzScApYRP1z5DcW3w70Tw,https://www.youtube.com/channel/UCOdzScApYRP1z5DcW3w70Tw,"다테",KR,1,192973,"review:1","애니 리뷰 유튜버가 만들어버린 단편 애니",,
UCHF8lPYCii6Wdhe3scftx0Q,https://www.youtube.com/channel/UCHF8lPYCii6Wdhe3scftx0Q,"공감입니다",KR,6,187832,"official:5|sports:1","[오피셜] 2025 발롱도르 위너 - 우스만 뎀벨레 / [오피셜] 발롱도르 11위~30위 / [오피셜] 황의조, 20년간 국대+국내축구 활동 금지",,
UCG-V3MlSEZbq7faOPEX_Brw,https://www.youtube.com/channel/UCG-V3MlSEZbq7faOPEX_Brw,"일타이슈",,2,187043,"politics:1|sports:1","이진숙 ""방송3법은 민노총 노조 방송사 장악법"" #정치 #민노총 #방송 #노조 #이진숙 / 노골적인 북한 찬양 이재명 정부 참교육한 국힘 강선영 의원 #정치 #이재명 #민주당 #국힘 #북한",,
UCeNhtzGpCtCrKIR7OJS-kVA,https://www.youtube.com/channel/UCeNhtzGpCtCrKIR7OJS-kVA,"연예세계톡톡",KR,1,174533,"entertainment:1","감독이 끝까지 밀어붙인 이채민의 반전 스토리",,
UCFvQpH3ZAkW7_Y4WkvrFYbQ,https://www.youtube.com/channel/UCFvQpH3ZAkW7_Y4WkvrFYbQ,"DaeHyun",KR,1,173887,"game:1",""" 혼자서 게임을 끝내버린 선수 ☠☠ """,,
UCu-HTY6qT-zkRHp9jIiHbYg,https://www.youtube.com/channel/UCu-HTY6qT-zkRHp9jIiHbYg,"이영풍TV",KR,1,173252,"politics:1","● 이영풍TV 현장중계 - '동대구역' 야당탄압 독재정치, 국민규탄대회",,
UCRRugiekAL5TmsCa6F5CP8g,https://www.youtube.com/channel/UCRRugiekAL5TmsCa6F5CP8g,"세상의 모든 지혜",KR,1,167347,"senior:1","여자교도소  밤마다 벌어지는 은밀한 이야기 #세상의 모든 지혜 #시니어 #쇼츠 #재미있는사실",,
UCs1KQWq5CndkE-rGt2aTRQA,https://www.youtube.com/channel/UCs1KQWq5CndkE-rGt2aTRQA,"흠바페",KR,1,160949,"sports:1","손흥민 6호골 디테일 리뷰",,
UCOTJtP0Z9DjpPU43B5m1V6A,https://www.youtube.com/channel/UCOTJtP0Z9DjpPU43B5m1V6A,"[ALTUBE] 김성현TV",KR,1,157803,"game:1","상대가 먹을 멀티까지 전부 뺏어먹고 게임 끝날 때까지 우주방어 모드로 수비만 해본다면?ㅋㅋ",,
UCfq4V1DAuaojnr2ryvWNysw,https://www.youtube.com/channel/UCfq4V1DAuaojnr2ryvWNysw,"채널A News",KR,3,148871,"politics:2|review:1","[다시보기] ""이 대통령 재판 반드시 재개"" vs ""대선 불복세력 장외투쟁"" (윤희석·설주완, 박정하)ㅣ9월 22일 (월) 정치시그널 / 장동혁 ""정청래, 李·김어준 똘마니 자청…쓰레기같은 정치 공작"" [현장영상] / 채널A / [스포츠A]가을야구 향한 막판 치열한 순위 경쟁 / 채널A / 뉴스A",,
UCLuDznROytXtnMSDwo5aGJQ,https://www.youtube.com/channel/UCLuDznROytXtnMSDwo5aGJQ,"GCL 지씨엘",KR,1,140992,"entertainment:1","종말 이후 방사능 뒤덮인 황무지에서 인류가 살아남는 법【폴아웃 스토리】",,
UCOc6Q2ET1i1a4D4HSKdNJnQ,https://www.youtube.com/channel/UCOc6Q2ET1i1a4D4HSKdNJnQ,"드클립",KR,2,137763,"entertainment:2","북한군이 의정부 부대찌게집을 보고선...  #강철비 #영화리뷰 / 임자 옆에는 내가 있잖아  #남산의부장들 #영화리뷰",,
UCGd1rNecfS_MND8PQsKOJhQ,https://www.youtube.com/channel/UCGd1rNecfS_MND8PQsKOJhQ,"국민의힘TV",KR,1,134814,"politics:1","[Live] 9월 21일 동대구역 야당탄압·독재정치 국민 규탄대회",,
UCLTXjXXLJqKPwJKVCOb4aww,https://www.youtube.com/channel/UCLTXjXXLJqKPwJKVCOb4aww,"드톡톡",US,2,126721,"entertainment:2","#한국연예인#한국연예계#연예뉴스#이명박 #이재명#한국연예인#한국정치#정치뉴스 / 장동혁 정청래를 공개적으로 모욕해 SNS에서 논란!!",,
UCF4Wxdo3inmxP-Y59wXDsFw,https://www.youtube.com/channel/UCF4Wxdo3inmxP-Y59wXDsFw,"MBCNEWS",KR,14,126569,"politics:1|entertainment:13","국민의힘 야당탄압·독재정치 규탄대회 [끝까지 LIVE] MBC 중계방송 2025년 09월 21일 / [문화연예 플러스] '어쩔수가없다', 사전 예매 30만 돌파 (2025.09.23/뉴스투데이/MBC) / [문화연예 플러스] 드라마 속 전지현 대사에 중국 네티즌 반발 (2025.09.22/뉴스투데이/MBC)",,
UC_BECcrG4B1NJJQmErWrM_g,https://www.youtube.com/channel/UC_BECcrG4B1NJJQmErWrM_g,"스타포츠",KR,1,126436,"sports:1","류현진 1위 확정 경기",,
UCfObDXCZ9mFHSdDdX1cvMqA,https://www.youtube.com/channel/UCfObDXCZ9mFHSdDdX1cvMqA,"하울무비",KR,1,120043,"review:1","와.....하필이면 ""최정예 현역 군인""을 건드려버린 범죄조직의 역대급 최후..ㄷㄷ 미쳐버린 몰입감으로 시간 순삭시키는《25년 9월 최신 액션영",,
UCi8fe6P0_tLeZ1r31wOydvw,https://www.youtube.com/channel/UCi8fe6P0_tLeZ1r31wOydvw,"돌아온붕어형 - 고전게임 공략 채널",,2,118523,"ai:2","2025-09-23 (생)돌아온붕어형 고전게임 l 각종 미션 환영 l 유튜브 숏폼ㅣRTERO GAME ㅣ 1CC ㅣ LIVE / 2025-09-21 (생)돌아온붕어형 고전게임 l 각종 미션 환영 l 유튜브 숏폼ㅣRTERO GAME ㅣ 1CC ㅣ LIVE략 채널님의 라이브 ",,
UCGKzUWIreFBtM76HLqXsxmA,https://www.youtube.com/channel/UCGKzUWIreFBtM76HLqXsxmA,"진보이슈펀치",KR,1,116812,"politics:1","김충식 이재명 찌른 김진성 자필 수첩에도 모른다 #백운기의정치1번지",,
UCePdAFPZ5985Y7nPuUcx7uw,https://www.youtube.com/channel/UCePdAFPZ5985Y7nPuUcx7uw,"십이층",KR,1,110824,"community:1","같이 게임하다가 이별한 썰",,
UC8bBfx8Vxpk4an6zyMxcU3A,https://www.youtube.com/channel/UC8bBfx8Vxpk4an6zyMxcU3A,"지윤JI YOON",KR,1,110496,"game:1","30년째 초보밖에 없는 게임",,
UCgksJaj6UFFB7DWLvLPorcQ,https://www.youtube.com/channel/UCgksJaj6UFFB7DWLvLPorcQ,"숏셰프",KR,1,105981,"ai:1","게임에서 만난 그녀의 정체",,
UChlgI3UHCOnwUGzWzbJ3H5w,https://www.youtube.com/channel/UChlgI3UHCOnwUGzWzbJ3H5w," YTN",KR,1,96993,"ai:1","트럼프 비자 폭탄에 미국 기업들 '비명'...""AI 경쟁력에도 악영향"" [모아보는이슈] / YTN",,
UCORzxHO2quCHbE2fTo_snEg,https://www.youtube.com/channel/UCORzxHO2quCHbE2fTo_snEg,"롤뻔뻔",KR,1,89823,"official:1","오피셜) 젠지 LCK 결승 진출전 진출",,
UCHLOX7SScCTpMgiKL7su-TA,https://www.youtube.com/channel/UCHLOX7SScCTpMgiKL7su-TA,"노루무비",,1,85571,"entertainment:1","하필이면 최정상급 용병단의 유일한 생존자를 건드린 조직의 최후! [영화리뷰/결말포함]",,
UCpl3nyJ2DyOZBNE5f4BetUg,https://www.youtube.com/channel/UCpl3nyJ2DyOZBNE5f4BetUg,"인생노트_당신의 이야기",KR,2,83307,"senior:2","검정 기본템으로 완성하는 시니어 필승 패션 | 실패 없는 코디법 5가지 / 시니어가 피해야 할 색상과 활용하면 좋은 색상 조합 4가지!",,
UCRcnnJ-kT0h45hqabDouMIw,https://www.youtube.com/channel/UCRcnnJ-kT0h45hqabDouMIw,"레전드 히스토리 체인지",KR,1,73443,"entertainment:1","굿바디~✨️ 설현 레전드 변천사 #설현 #여배우 #영화배우 #가수 #연예 #이슈 #쇼츠 #엔터테인먼트 #aoa #심쿵해 #굿럭 #조명가게 #정글",,
UCYF4ZvKcLBGOmNcW2oJdCJQ,https://www.youtube.com/channel/UCYF4ZvKcLBGOmNcW2oJdCJQ,"갔다온탁형",KR,2,73354,"review:2","[지볶행 리뷰] 뒤늦게 타지마할 간다해서 조섹츤의 여흥을 잡치게 하는 무당정숙 / [지볶행 리뷰] 백합에게 쉬게 해준다면서 툭툭이를 10시에 불렀다 통보하는 턱식이",,
UCwfbSsZ7_sccxcibe60mWlQ,https://www.youtube.com/channel/UCwfbSsZ7_sccxcibe60mWlQ,"파동TV",KR,1,73265,"game:1","롤체6년만에 이런 게임 처음 봄ㄷㄷ 2-5 나는팔,다리,머리 요네 다 모으는 레전드 판",,
UC48CkjltIEpJ_Ky1JoHWwTw,https://www.youtube.com/channel/UC48CkjltIEpJ_Ky1JoHWwTw,"하냥",KR,1,72859,"entertainment:1","실력게임이 하고 싶은 송하영이 실제로 믿는 것들",,
UCt4bWJILlEo1hvsR224ASyA,https://www.youtube.com/channel/UCt4bWJILlEo1hvsR224ASyA,"스포츠클래식 SportsClassic",KR,7,72625,"sports:7","[스포츠클래식 LIVE] 2025 KBO리그 데일리 야구 리뷰 [한화, 폰세가 나오는 날 보여선 안되는 집중력 / LG, 삼성에 패배하고도 매직 / [스포츠클래식 LIVE] 2025 KBO리그 데일리 야구 리뷰 [두산, 곽빈 11K 괴력투로 SSG 제압 / 드래프트 1순위 박준현은 몇억? / / [스포츠클래식 LIVE] 2025 KBO리그 두산 베어스 : SSG 랜더스 (인천 SSG 랜더스 필드) / 2025.09.22 경기",,
UC9pYIw4EZwBmM8iTutPkFDQ,https://www.youtube.com/channel/UC9pYIw4EZwBmM8iTutPkFDQ,"일눈 ONEI",KR,1,71729,"game:1","1렙부터 게임 끝내는  방법 8",,
UCQa1HxjmHgksQy_qxO92P2A,https://www.youtube.com/channel/UCQa1HxjmHgksQy_qxO92P2A,"복주머니",,1,71701,"senior:1","모르면 병 부르는 생활용품 교체주기 12가지 #시니어채널 #인생의지혜 #건강 #삶의지혜 #명언 #오디오북 #노년의지혜 #인생지혜  #건강습관 #",,
UCjOtzpfj5lF9erwTEQYkxtQ,https://www.youtube.com/channel/UCjOtzpfj5lF9erwTEQYkxtQ,"t3xture 텍스쳐 ",KR,1,67568,"game:1","WER 스크림 중 맵핵 의심된다는 실제 채팅ㅋㅋㅋ 게임 리딩법 제대로 보여드립니다",,
UC9vzf1KHGgCMiUNWyHmkMrQ,https://www.youtube.com/channel/UC9vzf1KHGgCMiUNWyHmkMrQ,"Nature and Games",KR,5,65782,"sports:5","슬라이딩 태클로 인터셉트한 볼로 골을 넣는 FC25(게임) LAFC 선수(손흥민 Son Heung-min) #FC25 / 월패스를 받아 골을 넣는 FC25(게임) LAFC 선수(손흥민 Son Heung-min) #FC25 / 골대를 맞히고 골을 넣는 FC25(게임) LAFC 선수(손흥민 Son Heung-min) #FC25",,
UCo9jtiPoAUth3AwydLN6Vug,https://www.youtube.com/channel/UCo9jtiPoAUth3AwydLN6Vug,"시넌쓰",KR,1,64778,"review:1","스팀 할인 엄청 좋은데 무료 게임도 4개나 준다! 스팀에 코박죽 하고 전부 사자. 스팀 할인 게임 추천",,
UChZAdvinIy_kcz8DYUt1Tng,https://www.youtube.com/channel/UChZAdvinIy_kcz8DYUt1Tng,"승글징글",KR,1,62132,"ai:1","1명은 올라가고 3명은 떨어지는 운명의 게임",,
UCrg8eTvAlbSEWVN61ndQLqg,https://www.youtube.com/channel/UCrg8eTvAlbSEWVN61ndQLqg,"대정후 갤러리",,1,62094,"official:1","[오피셜] SSG 랜더스 2025시즌 3연전 스윕 실패",,
UC_MOPEbgP2tHeZgyQbs6_mQ,https://www.youtube.com/channel/UC_MOPEbgP2tHeZgyQbs6_mQ,"타임리스",KR,1,58328,"ai:1","AI들의 레전드 끝말잇기 전쟁 (GPT 폭주)",,
UCTnafh2iyIWh7MhcGBmGU0g,https://www.youtube.com/channel/UCTnafh2iyIWh7MhcGBmGU0g,"놀라운 토요일 Amazing Saturday",KR,1,58228,"entertainment:1","[#간식게임] 당장 우유를 낉여오너라🥛 찍먹 만큼은 양보 못하는 보스들 #highlight#놀라운토요일 | amazingsaturday EP.",,
UCfjMjhfjRRy8B0mfqbO_43w,https://www.youtube.com/channel/UCfjMjhfjRRy8B0mfqbO_43w,"카사노박TV [CASANOPARK]",KR,1,56880,"review:1","10월 게임도 장난없네ㄷㄷ...쏟아지는 10월 신작게임 TOP.24",,
UCYUGo6ZfQZCTMrK9rMDijNQ,https://www.youtube.com/channel/UCYUGo6ZfQZCTMrK9rMDijNQ,"뉴스토마토",KR,1,54093,"politics:1","""야당탄압, 독재정치"" 슬로건의 국힘 장외투쟁! 마지막 발악하는 사이 특검, 은밀하게 칠 준비 마쳤다?! #국힘 #장외투쟁 #특검 #끝장뉴스 (",,
UCDNg-F0nDTWwrCFZxRWVShQ,https://www.youtube.com/channel/UCDNg-F0nDTWwrCFZxRWVShQ,"버미TV",,2,53932,"politics:2","충격. 김문수의 비극. 남에게 기대는 정치 / 충격, 장동혁 연설. 정청래는 정치테러 수괴. 이재명과 김어준의 똘마니",,
UCA1oIfQcwNS4jzzfJpN7Y4A,https://www.youtube.com/channel/UCA1oIfQcwNS4jzzfJpN7Y4A,"zoonakoo",KR,1,53737,"entertainment:1","사이즈비교! 대한민국의 이슈 랭킹 상식 속보 뉴스 연예 엔터 지역 정치 건강 스포츠 축구 게임 #이슈 #속보 #뉴스 #연예 #엔터 #지역 #정치",,
UCqWBDPCLCgMMDo47dAHyihw,https://www.youtube.com/channel/UCqWBDPCLCgMMDo47dAHyihw,"영디비 0DiBi",KR,1,51756,"review:1","애플 에어팟 프로 3! 좋아졌다? 좋지않다? 제 리뷰만 보시면 됩니다!",,
UCPANVh5Dp13xM3-9_S5aVkA,https://www.youtube.com/channel/UCPANVh5Dp13xM3-9_S5aVkA,"열풍TV",KR,1,49005,"politics:1","큰절 권성동에게 새뱃돈을 준 한학자를 구속해야하는 이유 #정치뉴스 #정치이슈 #권성동",,
UCfjrVFRB_mTNU8iFtD7yAnA,https://www.youtube.com/channel/UCfjrVFRB_mTNU8iFtD7yAnA,"알리미 황희두",KR,1,48228,"community:1","[Live] 자폭한 이준석 근황ㅋㅋㅋ 커뮤니티 조롱 후폭풍! / 한동훈 나락 보낸 친한계 망신 / 찰리 커크 응원한 연예인 논란.. 미국 표현의",,
UCDIB1DOwPPe58M2fHPyVVDA,https://www.youtube.com/channel/UCDIB1DOwPPe58M2fHPyVVDA,"KBS 스포츠",KR,1,47485,"ai:1","[생중계] 2025 서울어스마라톤  #WWF #세계자연기금 #마라톤 #kbs스포츠 [유료광고포함]",,
UCnj0yVadEmXKcUN5ztUY4uw,https://www.youtube.com/channel/UCnj0yVadEmXKcUN5ztUY4uw,"백운기의 정어리TV",KR,2,46645,"politics:2","[백운기의 정치1번지] 지귀연-심우정 고리의 합리적 의심...""윤 석방 위해 온 우주가 도왔나?"" / [백운기의 정치1번지] 트럼프, 경제 살리고 싶은 거지?",,
UCCW6uYIUP4YKKe50k-ktVAw,https://www.youtube.com/channel/UCCW6uYIUP4YKKe50k-ktVAw,"민또 경또",KR,1,46638,"review:1","[로블록스] 99일 생존 광신도들의 진짜 보스!! 지옥의 군주가 소환됐어요!! (99 Nights In The Forest) ""99일 숲에서 살",,
UCfEtgFjik5x1Qp0rsaNT2tA,https://www.youtube.com/channel/UCfEtgFjik5x1Qp0rsaNT2tA,"복지중개사",,2,45500,"senior:2","추석 전 1인당 50만원 주는 곳 과연 어디일까요? #시니어 #복지 #지원금 #추석지원금 #재난지원금 / 노인 일자리 '이런' 사람들은 못 합니다! 3가지 유형! #시니어 #복지 #노인일자리",,
UC4Aa3OPkMenwTANpf0oWVRQ,https://www.youtube.com/channel/UC4Aa3OPkMenwTANpf0oWVRQ,"CBS 김현정의 뉴스쇼",KR,1,45467,"politics:1","[정치맛집] ""국힘 장외 집회, 동력있나?"" |  ""조희대 4인회동? 민주당 헛발질"" |  ""통일교 12만? 신천지도 대기중"" |  ""송영길에 ",,
UCdG9FuZwjgz1tDv7TzvYbpg,https://www.youtube.com/channel/UCdG9FuZwjgz1tDv7TzvYbpg,"랭킹쇼츠",KR,1,44836,"entertainment:1","최고령 배우 이순재가 대놓고 비난했던 톱스타 연예인",,
UCJJixC7NlGCkHsb8TWjbziw,https://www.youtube.com/channel/UCJJixC7NlGCkHsb8TWjbziw,"의리캐스터",KR,1,44693,"review:1","황영묵의 급발진 (9월 20일 KT전 리뷰)",,
UCK_4dhuuChRz7ozliMjGQbQ,https://www.youtube.com/channel/UCK_4dhuuChRz7ozliMjGQbQ,"키다리짬뽕아저씨",KR,1,43625,"review:1","189 진짬뽕 (서울 은평구) 짬뽕맛집 리뷰 by 키다리짬뽕아저씨",,
UCLGGk4zN-8HaKQiYHI3g1SA,https://www.youtube.com/channel/UCLGGk4zN-8HaKQiYHI3g1SA,"정치한사발",KR,7,43235,"politics:7","[정치한사발]🚀""친윤검사지?""🔥 ""심우정 구속될 거 같냐?"" 현직검사 잡는 전직검사 / [정치한사발]🚀박은정 직격 발언⚡ ""조희대 대선개입·국기문란 규명하라!"" 현안청문회 요청 / [정치한사발]🚀0.73%p 박빙 승부⚡ ""참어머님 진두지휘 덕"" 폭로… 대선 뒤 서신보고까지",,
UCNmlhw6SBvEbSpL7Z-dvKHQ,https://www.youtube.com/channel/UCNmlhw6SBvEbSpL7Z-dvKHQ,"보면돼지",KR,1,42112,"entertainment:1","연예대상 받고싶어 무당집 간 이경규 #이경규 #연예대상",,
UCnKm2g6fyztzk83Dwt6qCmw,https://www.youtube.com/channel/UCnKm2g6fyztzk83Dwt6qCmw,"저세상텐션박젼",KR,1,42102,"entertainment:1","옛날옛적 해볼꺼 다해본 연예경험 박젼🐳 무시하는 한라한테 D질래⁉️ 😂😆 #박지현 #SBS #마이턴 #내팔자 이 내팔자 #이수지 #녹아버려",,
